tech_id,platform,id,description
T1070.001,['Windows'],relationship--c9dca829-6417-4121-9462-650ac852b8c2,The [BlackEnergy](https://attack.mitre.org/software/S0089) component KillDisk is capable of deleting Windows Event Logs.(Citation: ESEST Black Energy Jan 2016)
T1059.003,['Windows'],relationship--c9e27933-d6fa-427b-b4ff-2367a2d7d060,[Emotet](https://attack.mitre.org/software/S0367) has used cmd.exe to run a PowerShell script. (Citation: Picus Emotet Dec 2018)
T1016,"['Linux', 'macOS', 'Windows', 'Network']",relationship--c9e36653-29fe-4430-b022-cbc855a85f9d,[Woody RAT](https://attack.mitre.org/software/S1065) can retrieve network interface and proxy information.(Citation: MalwareBytes WoodyRAT Aug 2022)
T1119,"['Linux', 'macOS', 'Windows', 'IaaS', 'SaaS']",relationship--c9e82790-f096-46f0-ba55-579d77ec3ea8,[Crutch](https://attack.mitre.org/software/S0538) can automatically monitor removable drives in a loop and copy interesting files.(Citation: ESET Crutch December 2020)
T1553.002,"['macOS', 'Windows']",relationship--c9e900cd-4c6b-4027-b6ca-b93b55c3c5e7,[More_eggs](https://attack.mitre.org/software/S0284) has used a signed binary shellcode loader and a signed Dynamic Link Library (DLL) to create a reverse shell.(Citation: Security Intelligence More Eggs Aug 2019)
T1140,"['Windows', 'Linux', 'macOS']",relationship--c9ebddf7-337f-4002-84fd-84a7744b78e1,"[WastedLocker](https://attack.mitre.org/software/S0612)'s custom cryptor, CryptOne, used an XOR based algorithm to decrypt the payload.(Citation: NCC Group WastedLocker June 2020)"
T1057,"['Linux', 'macOS', 'Windows', 'Network']",relationship--c9fa803b-3d37-49bc-b0b3-ec409ad372fa,[SodaMaster](https://attack.mitre.org/software/S0627) can search a list of running processes.(Citation: Securelist APT10 March 2021)
T1090.003,"['Linux', 'macOS', 'Windows', 'Network']",relationship--c9fbbab5-c6f1-4aed-bf1f-ea7c83e4d1f2,[Industroyer](https://attack.mitre.org/software/S0604) used [Tor](https://attack.mitre.org/software/S0183) nodes for C2.(Citation: Dragos Crashoverride 2017)
T1562.001,"['Windows', 'macOS', 'Linux', 'Containers', 'IaaS', 'Network']",relationship--ca060f84-0042-43b2-ae17-48b4952c0570,[Conficker](https://attack.mitre.org/software/S0608) terminates various services related to system security and Windows.(Citation: SANS Conficker)
T1560.003,"['Linux', 'macOS', 'Windows']",relationship--ca140f83-3fc6-44e8-b588-806fb60e7e7e,[Squirrelwaffle](https://attack.mitre.org/software/S1030) has encrypted collected data using a XOR-based algorithm.(Citation: ZScaler Squirrelwaffle Sep 2021)
T1649,"['Windows', 'Linux', 'macOS', 'Azure AD']",relationship--ca1a0b5b-f07e-4017-8d9e-da784a75dc37,[APT29](https://attack.mitre.org/groups/G0016) has abused misconfigured AD CS certificate templates to impersonate admin users and create additional authentication certificates.(Citation: Mandiant APT29 Trello)
T1562.001,"['Windows', 'macOS', 'Linux', 'Containers', 'IaaS', 'Network']",relationship--ca1afca5-2f16-497e-bfff-1564706e05f2,[Rocke](https://attack.mitre.org/groups/G0106) used scripts which detected and uninstalled antivirus software.(Citation: Talos Rocke August 2018)(Citation: Unit 42 Rocke January 2019)
T1083,"['Linux', 'macOS', 'Windows', 'Network']",relationship--ca295c89-bee0-4702-b0e1-61416023bacb,"[menuPass](https://attack.mitre.org/groups/G0045) has searched compromised systems for folders of interest including those related to HR, audit and expense, and meeting memos.(Citation: Symantec Cicada November 2020)"
T1071.004,"['Linux', 'macOS', 'Windows']",relationship--ca2a22df-7f99-497a-8f51-cf0180308305,"[FIN7](https://attack.mitre.org/groups/G0046) has performed C2 using DNS via A, OPT, and TXT records.(Citation: FireEye FIN7 Aug 2018)"
T1083,"['Linux', 'macOS', 'Windows', 'Network']",relationship--ca2f6580-fb02-4687-b514-94bad87f7bf8,"[BLINDINGCAN](https://attack.mitre.org/software/S0520) can search, read, write, move, and execute files.(Citation: US-CERT BLINDINGCAN Aug 2020)(Citation: NHS UK BLINDINGCAN Aug 2020)"
T1105,"['Linux', 'macOS', 'Windows']",relationship--ca31e6ec-8cf9-4e5e-907a-895c3d19543f,[AsyncRAT](https://attack.mitre.org/software/S1087) has the ability to download files over SFTP.(Citation: AsyncRAT GitHub)
T1562.001,"['Windows', 'macOS', 'Linux', 'Containers', 'IaaS', 'Network']",relationship--ca33387d-495a-460a-86da-d5f8d8adda31,[Ragnar Locker](https://attack.mitre.org/software/S0481) has attempted to terminate/stop processes and services associated with endpoint security products.(Citation: Sophos Ragnar May 2020)
T1571,"['Linux', 'macOS', 'Windows']",relationship--ca38f31f-3551-49e3-835b-588693a8b512,"[DarkVishnya](https://attack.mitre.org/groups/G0105) used ports 5190 and 7900 for shellcode listeners, and 4444, 4445, 31337 for shellcode C2.(Citation: Securelist DarkVishnya Dec 2018)"
T1059.003,['Windows'],relationship--ca3f0924-306a-409e-a1b6-135b781f3dbf,[Bisonal](https://attack.mitre.org/software/S0268) has launched cmd.exe and used the ShellExecuteW() API function to execute commands on the system.(Citation: Unit 42 Bisonal July 2018)(Citation: Kaspersky CactusPete Aug 2020)(Citation: Talos Bisonal Mar 2020)
T1055,"['Linux', 'macOS', 'Windows']",relationship--ca429946-3c81-4773-8254-108dbdbb9da9,[PLATINUM](https://attack.mitre.org/groups/G0068) has used various methods of process injection including hot patching.(Citation: Microsoft PLATINUM April 2016)
T1030,"['Linux', 'macOS', 'Windows']",relationship--ca476de5-e17e-4011-9e5b-b438299c385c,"During [C0015](https://attack.mitre.org/campaigns/C0015), the threat actors limited [Rclone](https://attack.mitre.org/software/S1040)'s bandwidth setting during exfiltration.(Citation: DFIR Conti Bazar Nov 2021) "
T1059.003,['Windows'],relationship--ca47d783-2a71-4ff9-b5aa-df2c1805ea7a,[BADHATCH](https://attack.mitre.org/software/S1081) can use `cmd.exe` to execute commands on a compromised host.(Citation: Gigamon BADHATCH Jul 2019)(Citation: BitDefender BADHATCH Mar 2021) 
T1059.001,['Windows'],relationship--ca484dbf-aa28-4d7e-90bb-b60723ff70b1,[TA505](https://attack.mitre.org/groups/G0092) has used PowerShell to download and execute malware and reconnaissance scripts.(Citation: Proofpoint TA505 Sep 2017)(Citation: ProofPoint SettingContent-ms July 2018)(Citation: Cybereason TA505 April 2019)(Citation: Deep Instinct TA505 Apr 2019)
T1041,"['Linux', 'macOS', 'Windows']",relationship--ca4d01b7-6e5b-4e4f-8b0a-2d1eaccefa01,[CreepySnail](https://attack.mitre.org/software/S1024) can connect to C2 for data exfiltration.(Citation: Microsoft POLONIUM June 2022)
T1572,"['Linux', 'macOS', 'Windows']",relationship--ca56b2a6-39a7-4449-9017-fa8ce4285ed5,[ngrok](https://attack.mitre.org/software/S0508) can tunnel RDP and other services securely over internet connections.(Citation: FireEye Maze May 2020)(Citation: Cyware Ngrok May 2019)(Citation: MalwareBytes Ngrok February 2020)(Citation: Trend Micro Ngrok September 2020)
T1049,"['Windows', 'IaaS', 'Linux', 'macOS', 'Network']",relationship--ca5d71c9-2184-4cb2-9a63-2146fba66175,[Sibot](https://attack.mitre.org/software/S0589) has retrieved a GUID associated with a present LAN connection on a compromised machine.(Citation: MSTIC NOBELIUM Mar 2021)
T1113,"['Linux', 'macOS', 'Windows']",relationship--ca71a63a-4481-46d2-98b2-b83cce190380,[NETWIRE](https://attack.mitre.org/software/S0198) can capture the victim's screen.(Citation: McAfee Netwire Mar 2015)(Citation: FireEye NETWIRE March 2019)(Citation: Red Canary NETWIRE January 2020)(Citation: Proofpoint NETWIRE December 2020)
T1082,"['Windows', 'IaaS', 'Linux', 'macOS', 'Network']",relationship--ca765e99-996e-4d0f-ada0-5c44d3930404,The [IceApple](https://attack.mitre.org/software/S1022) Server Variable Dumper module iterates over all server variables present for the current request and returns them to the adversary.(Citation: CrowdStrike IceApple May 2022)
T1105,"['Linux', 'macOS', 'Windows']",relationship--ca7d9090-d5ff-4a10-b403-015daa559e84,[Cyclops Blink](https://attack.mitre.org/software/S0687) has the ability to download files to target systems.(Citation: NCSC Cyclops Blink February 2022)(Citation: Trend Micro Cyclops Blink March 2022)
T1027,"['Linux', 'macOS', 'Windows']",relationship--ca8af6f0-da6b-40c8-81cb-764e1df0fd0a,[SpeakUp](https://attack.mitre.org/software/S0374) encodes its second-stage payload with Base64. (Citation: CheckPoint SpeakUp Feb 2019)
T1573.001,"['Linux', 'Windows', 'macOS']",relationship--ca8ed9e2-f7a6-4d54-b450-94c187b1f9b6,[H1N1](https://attack.mitre.org/software/S0132) encrypts C2 traffic using an RC4 key.(Citation: Cisco H1N1 Part 2)
T1018,"['Linux', 'macOS', 'Windows', 'Network']",relationship--ca948787-ea4b-4022-be96-8baf0ccff834,[Magic Hound](https://attack.mitre.org/groups/G0059) has used [Ping](https://attack.mitre.org/software/S0097) for discovery on targeted networks.(Citation: DFIR Phosphorus November 2021)
T1049,"['Windows', 'IaaS', 'Linux', 'macOS', 'Network']",relationship--caa06b6c-b59e-4986-87f5-fdab9d9d3534,[SpeakUp](https://attack.mitre.org/software/S0374) uses the <code>arp -a</code> command. (Citation: CheckPoint SpeakUp Feb 2019)
T1106,"['Windows', 'macOS', 'Linux']",relationship--caa542d3-c8b0-4d10-998d-0998be406da8,[Carberp](https://attack.mitre.org/software/S0484) has used the NtQueryDirectoryFile and ZwQueryDirectoryFile functions to hide files and directories.(Citation: Trusteer Carberp October 2010)
T1587.001,['PRE'],relationship--caa820b8-5a7b-4704-88d9-380efff5a7a3,"For [Operation Sharpshooter](https://attack.mitre.org/campaigns/C0013), the threat actors used the [Rising Sun](https://attack.mitre.org/software/S0448) modular backdoor.(Citation: McAfee Sharpshooter December 2018)"
T1543.003,['Windows'],relationship--caa8b50b-67ab-4de4-b61a-ab89ea8a2e9b,[ShimRat](https://attack.mitre.org/software/S0444) has installed a Windows service to maintain persistence on victim machines.(Citation: FOX-IT May 2016 Mofang)
T1218.010,['Windows'],relationship--cab50f6d-3621-4429-8c9a-803df15f4e75,[Inception](https://attack.mitre.org/groups/G0100) has ensured persistence at system boot by setting the value <code>regsvr32 %path%\ctfmonrn.dll /s</code>.(Citation: Kaspersky Cloud Atlas December 2014)
T1059.006,"['Linux', 'Windows', 'macOS']",relationship--cab79b3a-4ea7-455a-9373-e8ac0d8e612f,[Bandook](https://attack.mitre.org/software/S0234) can support commands to execute Python-based payloads.(Citation: CheckPoint Bandook Nov 2020)
T1547.001,['Windows'],relationship--cab93d90-f8de-4bb3-8868-11b8d9a2ddf9,[Okrum](https://attack.mitre.org/software/S0439) establishes persistence by creating a .lnk shortcut to itself in the Startup folder.(Citation: ESET Okrum July 2019) 
T1070,"['Linux', 'macOS', 'Windows', 'Containers', 'Network', 'Office 365', 'Google Workspace']",relationship--cabbe975-9936-4a9a-8fae-a747b3dc7a9d,"[Maze](https://attack.mitre.org/software/S0449) has used the “Wow64RevertWow64FsRedirection” function following attempts to delete the shadow volumes, in order to leave the system in the same state as it was prior to redirection.(Citation: McAfee Maze March 2020)	"
T1547.001,['Windows'],relationship--cabd44af-9804-4f83-98e0-927719057a62,[IcedID](https://attack.mitre.org/software/S0483) has established persistence by creating a Registry run key.(Citation: IBM IcedID November 2017)
T1005,"['Linux', 'macOS', 'Windows', 'Network']",relationship--cabdb159-174a-4fbd-b026-1d67f8f59dcf,[OSX_OCEANLOTUS.D](https://attack.mitre.org/software/S0352) has the ability to upload files from a compromised host.(Citation: Trend Micro MacOS Backdoor November 2020)
T1046,"['Windows', 'IaaS', 'Linux', 'macOS', 'Containers', 'Network']",relationship--cac01499-50ef-4cbf-a223-6879c139173a,[Conficker](https://attack.mitre.org/software/S0608) scans for other machines to infect.(Citation: SANS Conficker)
T1112,['Windows'],relationship--cacbb779-a901-470f-9bb2-cc2d98088713,[Magic Hound](https://attack.mitre.org/groups/G0059) has modified Registry settings for security tools.(Citation: DFIR Report APT35 ProxyShell March 2022)
T1106,"['Windows', 'macOS', 'Linux']",relationship--cad2a13a-eb81-4c1c-8d16-beac4bf79625,[APT38](https://attack.mitre.org/groups/G0082) has used the Windows API to execute code within a victim's system.(Citation: CISA AA20-239A BeagleBoyz August 2020) 
T1025,"['Linux', 'macOS', 'Windows']",relationship--cad9bdcc-41b3-44e2-98d2-fb07fe268838,[TajMahal](https://attack.mitre.org/software/S0467) has the ability to steal written CD images and files of interest from previously connected removable drives when they become available again.(Citation: Kaspersky TajMahal April 2019)
T1059.003,['Windows'],relationship--cae6bbd0-d00e-4cc4-872a-d3ac9cc97684,[APT37](https://attack.mitre.org/groups/G0067) has used the command-line interface.(Citation: FireEye APT37 Feb 2018)(Citation: Talos Group123)
T1083,"['Linux', 'macOS', 'Windows', 'Network']",relationship--caef212a-7ed2-4cb9-a155-7ce79a9784b8,"[TrickBot](https://attack.mitre.org/software/S0266) searches the system for all of the following file extensions: .avi, .mov, .mkv, .mpeg, .mpeg4, .mp4, .mp3, .wav, .ogg, .jpeg, .jpg, .png, .bmp, .gif, .tiff, .ico, .xlsx, and .zip. It can also obtain browsing history, cookies, and plug-in information.(Citation: S2 Grupo TrickBot June 2017)(Citation: Trend Micro Trickbot Nov 2018)"
T1033,"['Linux', 'macOS', 'Windows', 'Network']",relationship--caf951a5-6952-4966-941d-71d9cd598b28,[Windshift](https://attack.mitre.org/groups/G0112) has used malware to identify the username on a compromised host.(Citation: BlackBerry Bahamut)
T1083,"['Linux', 'macOS', 'Windows', 'Network']",relationship--cafaa08a-1f40-40cb-a3fd-c507a1cc6e40,[Remcos](https://attack.mitre.org/software/S0332) can search for files on the infected machine.(Citation: Riskiq Remcos Jan 2018)
T1059.001,['Windows'],relationship--cafdf392-1a61-422f-80ca-4d0d088bd44a,[Lokibot](https://attack.mitre.org/software/S0447) has used PowerShell commands embedded inside batch scripts.(Citation: Talos Lokibot Jan 2021) 
T1070.006,"['Linux', 'macOS', 'Windows']",relationship--cafe602e-c163-451c-8d61-69907e59968c,[TEMP.Veles](https://attack.mitre.org/groups/G0088) used timestomping to modify the $STANDARD_INFORMATION attribute on tools.(Citation: FireEye TRITON 2019)
T1055,"['Linux', 'macOS', 'Windows']",relationship--cb02fb3b-8223-476f-90be-ab50e3432d0a,[ShadowPad](https://attack.mitre.org/software/S0596) has injected an install module into a newly created process.(Citation: Kaspersky ShadowPad Aug 2017)
T1486,"['Linux', 'macOS', 'Windows', 'IaaS']",relationship--cb043548-a193-4ade-b69d-d83e3378d255,"[XCSSET](https://attack.mitre.org/software/S0658) performs AES-CBC encryption on files under <code>~/Documents</code>, <code>~/Downloads</code>, and
<code>~/Desktop</code> with a fixed key and renames files to give them a <code>.enc</code> extension. Only files with sizes 
less than 500MB are encrypted.(Citation: trendmicro xcsset xcode project 2020)"
T1106,"['Windows', 'macOS', 'Linux']",relationship--cb0632ef-fb36-44c1-916c-4de7ce1c956e,[Mafalda](https://attack.mitre.org/software/S1060) can use a variety of API calls.(Citation: SentinelLabs Metador Sept 2022)
T1090,"['Linux', 'macOS', 'Windows', 'Network']",relationship--cb0931f7-4d6c-4f21-95a8-fd9d74ba30e0,[APT41](https://attack.mitre.org/groups/G0096) used a tool called CLASSFON to covertly proxy network communications.(Citation: FireEye APT41 Aug 2019)
T1016,"['Linux', 'macOS', 'Windows', 'Network']",relationship--cb0d2895-e692-46af-80e7-2bbc3c40600f,[BoxCaon](https://attack.mitre.org/software/S0651) can collect the victim's MAC address by using the <code>GetAdaptersInfo</code> API.(Citation: Checkpoint IndigoZebra July 2021)
T1543.003,['Windows'],relationship--cb0ebed2-4cac-437b-b5b2-37ee716af3f0,One persistence mechanism used by [CozyCar](https://attack.mitre.org/software/S0046) is to register itself as a Windows service.(Citation: F-Secure CozyDuke)
T1083,"['Linux', 'macOS', 'Windows', 'Network']",relationship--cb11835b-c16e-4877-8769-806277b994fc,[Mafalda](https://attack.mitre.org/software/S1060) can search for files and directories.(Citation: SentinelLabs Metador Sept 2022)
T1564.004,['Windows'],relationship--cb11ee03-ac58-417a-a50b-4c3229e226a5,[Astaroth](https://attack.mitre.org/software/S0373) can abuse alternate data streams (ADS) to store content for malicious payloads.(Citation: Securelist Brazilian Banking Malware July 2020)
T1071.001,"['Linux', 'macOS', 'Windows']",relationship--cb15eab8-59ca-4b36-b1cc-574ff9a646f4,[MarkiRAT](https://attack.mitre.org/software/S0652) can initiate communication over HTTP/HTTPS for its C2 server.(Citation: Kaspersky Ferocious Kitten Jun 2021)
T1041,"['Linux', 'macOS', 'Windows']",relationship--cb297293-d9bb-484a-a9fb-b7b09477d38f,[Bankshot](https://attack.mitre.org/software/S0239) exfiltrates data over its C2 channel.(Citation: McAfee Bankshot)
T1553.002,"['macOS', 'Windows']",relationship--cb2d2f2d-face-430b-995d-c9bd35db5b90,[Suckfly](https://attack.mitre.org/groups/G0039) has used stolen certificates to sign its malware.(Citation: Symantec Suckfly March 2016)
T1547.001,['Windows'],relationship--cb3117b7-3679-424d-bfb4-b28699cbba02,[LazyScripter](https://attack.mitre.org/groups/G0140) has achieved persistence via writing a PowerShell script to the autorun registry key.(Citation: MalwareBytes LazyScripter Feb 2021)
T1059.007,"['Windows', 'macOS', 'Linux']",relationship--cb36459a-d37c-424f-8130-55cf8d29417e,[POWERSTATS](https://attack.mitre.org/software/S0223) can use JavaScript code for execution.(Citation: ClearSky MuddyWater Nov 2018)
T1082,"['Windows', 'IaaS', 'Linux', 'macOS', 'Network']",relationship--cb37da3b-6ffd-4882-9680-4e467f25d7f4,[XCSSET](https://attack.mitre.org/software/S0658) identifies the macOS version and uses <code>ioreg</code> to determine serial number.(Citation: trendmicro xcsset xcode project 2020)
T1005,"['Linux', 'macOS', 'Windows', 'Network']",relationship--cb41e11f-1a03-43f3-af0e-a7318632350f,[Crutch](https://attack.mitre.org/software/S0538) can exfiltrate files from compromised systems.(Citation: ESET Crutch December 2020)
T1134,['Windows'],relationship--cb498ebf-bdb4-476c-9b7a-1a83c19d03fb,[PoshC2](https://attack.mitre.org/software/S0378) can use Invoke-TokenManipulation for manipulating tokens.(Citation: GitHub PoshC2)
T1546.010,['Windows'],relationship--cb4af413-9bd7-4f1a-a693-57d11ffccbf5,"Some variants of [Cherry Picker](https://attack.mitre.org/software/S0107) use AppInit_DLLs to achieve persistence by creating the following Registry key: <code>HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Windows ""AppInit_DLLs""=""pserver32.dll""</code>(Citation: Trustwave Cherry Picker)"
T1036.004,"['Windows', 'Linux', 'macOS']",relationship--cb51ada4-7c8e-4f4b-a70c-af7f764ac878,[KillDisk](https://attack.mitre.org/software/S0607) registers as a service under the Plug-And-Play Support name.(Citation: ESET Telebots Dec 2016)
T1059.002,['macOS'],relationship--cb53d2b5-6606-4597-b5e9-d9c114e2607e,[Bundlore](https://attack.mitre.org/software/S0482) can use AppleScript to inject malicious JavaScript into a browser.(Citation: MacKeeper Bundlore Apr 2019)
T1105,"['Linux', 'macOS', 'Windows']",relationship--cb54c094-5614-4d45-ab13-c00ab2cdb114,[Dragonfly](https://attack.mitre.org/groups/G0035) has copied and installed tools for operations once in the victim environment.(Citation: US-CERT TA18-074A)
T1059.006,"['Linux', 'Windows', 'macOS']",relationship--cb58db80-48e9-4138-9ce4-bd726a3d1745,[Machete](https://attack.mitre.org/software/S0409) is written in Python and is used in conjunction with additional Python scripts.(Citation: ESET Machete July 2019)(Citation: Securelist Machete Aug 2014)(Citation: 360 Machete Sep 2020)
T1083,"['Linux', 'macOS', 'Windows', 'Network']",relationship--cb62e09c-5092-418e-99d3-ab7b5fc73017,[LookBack](https://attack.mitre.org/software/S0582) can retrieve file listings from the victim machine.(Citation: Proofpoint LookBack Malware Aug 2019)
T1140,"['Windows', 'Linux', 'macOS']",relationship--cb67b57d-2ab3-4971-9b8d-83768df36df0,[PlugX](https://attack.mitre.org/software/S0013) decompresses and decrypts itself using the Microsoft API call RtlDecompressBuffer.(Citation: CIRCL PlugX March 2013)(Citation: Trend Micro DRBControl February 2020)(Citation: Proofpoint TA416 Europe March 2022)
T1033,"['Linux', 'macOS', 'Windows', 'Network']",relationship--cb68541e-3ca7-4e2d-892d-c30b50107b39,[MirageFox](https://attack.mitre.org/software/S0280) can gather the username from the victim’s machine.(Citation: APT15 Intezer June 2018)
T1059.003,['Windows'],relationship--cb68b0a6-1c36-4b60-a19f-7be618b9fb05,[Crimson](https://attack.mitre.org/software/S0115) has the ability to execute commands with the COMSPEC environment variable.(Citation: Kaspersky Transparent Tribe August 2020)
T1567,"['Linux', 'macOS', 'Windows', 'Office 365', 'SaaS', 'Google Workspace']",relationship--cb68b950-31f1-4ed7-b184-b9208588648a,"During [C0017](https://attack.mitre.org/campaigns/C0017), [APT41](https://attack.mitre.org/groups/G0096) used Cloudflare services for data exfiltration.(Citation: Mandiant APT41)"
T1040,"['Linux', 'macOS', 'Windows', 'Network', 'IaaS']",relationship--cb69217e-f063-4093-bcf0-f051ecd42e25,"[APT28](https://attack.mitre.org/groups/G0007) deployed the open source tool Responder to conduct NetBIOS Name Service poisoning, which captured usernames and hashed passwords that allowed access to legitimate credentials.(Citation: FireEye APT28)(Citation: FireEye APT28 Hospitality Aug 2017) [APT28](https://attack.mitre.org/groups/G0007) close-access teams have used Wi-Fi pineapples to intercept Wi-Fi signals and user credentials.(Citation: US District Court Indictment GRU Oct 2018)"
T1547.001,['Windows'],relationship--cb69898b-b5e4-407a-964d-a13149accdd7,[NanHaiShu](https://attack.mitre.org/software/S0228) modifies the %regrun% Registry to point itself to an autostart mechanism.(Citation: fsecure NanHaiShu July 2016)
T1036.004,"['Windows', 'Linux', 'macOS']",relationship--cb7005a8-0c69-4f5f-b14c-aae0c8e2cced,"During the [SolarWinds Compromise](https://attack.mitre.org/campaigns/C0024), [APT29](https://attack.mitre.org/groups/G0016) named tasks `\Microsoft\Windows\SoftwareProtectionPlatform\EventCacheManager` in order to appear legitimate.(Citation: Volexity SolarWinds)"
T1587.001,['PRE'],relationship--cb727277-5491-422f-ab40-1bd1be973d1e,[Ke3chang](https://attack.mitre.org/groups/G0004) has developed custom malware that allowed them to maintain persistence on victim networks.(Citation: Microsoft NICKEL December 2021)
T1588.002,['PRE'],relationship--cb909b8f-59ba-4edd-ac04-7d9fafdcfe89,"[Chimera](https://attack.mitre.org/groups/G0114) has obtained and used tools such as [BloodHound](https://attack.mitre.org/software/S0521), [Cobalt Strike](https://attack.mitre.org/software/S0154), [Mimikatz](https://attack.mitre.org/software/S0002), and [PsExec](https://attack.mitre.org/software/S0029).(Citation: Cycraft Chimera April 2020)(Citation: NCC Group Chimera January 2021)"
T1018,"['Linux', 'macOS', 'Windows', 'Network']",relationship--cb9f7bf4-a118-457c-95f8-512d84cf7be2,[Nltest](https://attack.mitre.org/software/S0359) may be used to enumerate remote domain controllers using options such as <code>/dclist</code> and <code>/dsgetdc</code>.(Citation: Nltest Manual)
T1213,"['Linux', 'Windows', 'macOS', 'SaaS', 'Office 365', 'Google Workspace', 'IaaS']",relationship--cba11c5f-afe2-42e1-8995-8b1105d75e7a,[P.A.S. Webshell](https://attack.mitre.org/software/S0598) has the ability to list and extract data from SQL databases.(Citation: ANSSI Sandworm January 2021)
T1547.001,['Windows'],relationship--cba3f208-4db7-486b-adb1-311910b0382d,[BoomBox](https://attack.mitre.org/software/S0635) can establish persistence by writing the Registry value <code>MicroNativeCacheSvc</code> to <code>HKCU\Software\Microsoft\Windows\CurrentVersion\Run</code>.(Citation: MSTIC Nobelium Toolset May 2021)
T1566.001,"['macOS', 'Windows', 'Linux']",relationship--cbadd419-3f8c-485a-a458-09caed90d82e,[Tonto Team](https://attack.mitre.org/groups/G0131) has delivered payloads via spearphishing attachments.(Citation: TrendMicro Tonto Team October 2020)
T1027.002,"['macOS', 'Windows', 'Linux']",relationship--cbaf6578-b0f6-4d48-86c1-bfe5089b1b1f,"[Threat Group-3390](https://attack.mitre.org/groups/G0027) has packed malware and tools, including using VMProtect.(Citation: Trend Micro DRBControl February 2020)(Citation: Trend Micro Iron Tiger April 2021)"
T1027.002,"['macOS', 'Windows', 'Linux']",relationship--cbb27eed-2e1c-4675-a077-28765060b349,[yty](https://attack.mitre.org/software/S0248) packs a plugin with UPX.(Citation: ASERT Donot March 2018)
T1059.001,['Windows'],relationship--cbb5c722-bc07-4f35-a8cd-d6e1acc839d5,[FatDuke](https://attack.mitre.org/software/S0512) has the ability to execute PowerShell scripts.(Citation: ESET Dukes October 2019)
T1105,"['Linux', 'macOS', 'Windows']",relationship--cbb686ae-3dc8-4e91-80fc-075209505425,[Aria-body](https://attack.mitre.org/software/S0456) has the ability to download additional payloads from C2.(Citation: CheckPoint Naikon May 2020)
T1059.007,"['Windows', 'macOS', 'Linux']",relationship--cbba2f85-d5f4-4306-a219-5eea6c59dbb6,"[Molerats](https://attack.mitre.org/groups/G0021) used various implants, including those built with JS, on target machines.(Citation: Kaspersky MoleRATs April 2019)	"
T1003.001,['Windows'],relationship--cbbbc655-e5a7-40e9-be62-7f29727b9f0c,"[APT41](https://attack.mitre.org/groups/G0096) has used hashdump, [Mimikatz](https://attack.mitre.org/software/S0002), and the Windows Credential Editor to dump password hashes from memory and authenticate to other user accounts.(Citation: FireEye APT41 Aug 2019)(Citation: Group IB APT 41 June 2021)"
T1059.003,['Windows'],relationship--cbbfb291-9c39-4fab-a2ac-c1f076c7c367,[Zeus Panda](https://attack.mitre.org/software/S0330) can launch an interface where it can execute several commands on the victim’s PC.(Citation: GDATA Zeus Panda June 2017)
T1497.003,"['Linux', 'macOS', 'Windows']",relationship--cbc18998-67f4-493a-b0d3-4aa50da3c407,"[GoldMax](https://attack.mitre.org/software/S0588) has set an execution trigger date and time, stored as an ASCII Unix/Epoch time value.(Citation: MSTIC NOBELIUM Mar 2021)"
T1016,"['Linux', 'macOS', 'Windows', 'Network']",relationship--cbc1d2d8-aac7-498a-a034-f0a672977c11,[APT32](https://attack.mitre.org/groups/G0050) used the <code>ipconfig /all</code> command to gather the IP address from the system.(Citation: Cybereason Cobalt Kitty 2017)
T1041,"['Linux', 'macOS', 'Windows']",relationship--cbc251b7-5541-408f-b11d-c57d600fc8cf,"During [Frankenstein](https://attack.mitre.org/campaigns/C0001), the threat actors collected information via [Empire](https://attack.mitre.org/software/S0363), which sent the data back to the adversary's C2.(Citation: Talos Frankenstein June 2019)"
T1083,"['Linux', 'macOS', 'Windows', 'Network']",relationship--cbc2cb80-8f07-46dd-b167-3f237e39f39d,[Aria-body](https://attack.mitre.org/software/S0456) has the ability to gather metadata from a file and to search for file and directory names.(Citation: CheckPoint Naikon May 2020)
T1027,"['Linux', 'macOS', 'Windows']",relationship--cbc4c186-028e-4a24-93ff-5f2bb7edd98a,"[Pisloader](https://attack.mitre.org/software/S0124) obfuscates files by splitting strings into smaller sub-strings and including ""garbage"" strings that are never used. The malware also uses return-oriented programming (ROP) technique and single-byte XOR to obfuscate data.(Citation: Palo Alto DNS Requests)"
T1218.001,['Windows'],relationship--cbd7249a-918d-436b-805a-0199eed6567a,[APT38](https://attack.mitre.org/groups/G0082) has used CHM files to move concealed payloads.(Citation: Kaspersky Lazarus Under The Hood APR 2017)
T1566.001,"['macOS', 'Windows', 'Linux']",relationship--cbdb211a-2772-4905-99f1-0415fb0738b3,[Pony](https://attack.mitre.org/software/S0453) has been delivered via spearphishing attachments.(Citation: Malwarebytes Pony April 2016)
T1095,"['Windows', 'Linux', 'macOS', 'Network']",relationship--cbe08a78-7997-4aef-9b29-b4b002accbc3,[RCSession](https://attack.mitre.org/software/S0662) has the ability to use TCP and UDP in C2 communications.(Citation: Trend Micro DRBControl February 2020)(Citation: Profero APT27 December 2020)
